Price,Close,High,Low,Open,Volume
Ticker,AGG,AGG,AGG,AGG,AGG
Date,,,,,
2024-01-02,93.98434448242188,94.16512252581428,93.93677627978974,94.04142922917893,9754400
2024-01-03,94.03193664550781,94.13659687248249,93.53717788908254,93.6703804945053,10002100
2024-01-04,93.65132904052734,93.7655057820805,93.55618538539751,93.64181249731568,9896600
2024-01-05,93.43251037597656,93.89872671759689,93.30882432601442,93.36590907845894,9038700
2024-01-08,93.7845458984375,93.91774848771301,93.44202288058713,93.47056525557521,7946500
2024-01-09,93.7655258178711,93.87018603857635,93.61329012993721,93.61329012993721,7157400
2024-01-10,93.5847396850586,94.00338053178771,93.5847396850586,93.94628852423595,7679400
2024-01-11,94.11756896972656,94.15562789608812,93.63233399136217,93.74650351144886,7275900
2024-01-12,94.288818359375,94.53619771935034,94.15561576377222,94.32687728083252,6359400
2024-01-16,93.5847396850586,94.05094873591824,93.49910530322921,93.92726269438305,14489800
2024-01-17,93.32784271240234,93.44201946718053,93.18513084267515,93.3944512636036,8977500
2024-01-18,93.24222564697266,93.43251299979616,93.13756542522056,93.39446133642923,10575100
2024-01-19,93.26126098632812,93.26126098632812,92.92825445543949,93.13757492028319,9126000
2024-01-22,93.43251037597656,93.58474606115797,93.33736670223668,93.4896023874181,8712600
2024-01-23,93.20416259765625,93.2422215183352,93.07096000477837,93.23270497341623,5642800
2024-01-24,92.9948501586914,93.55621021322293,92.95679123474034,93.51815128927186,11278500
2024-01-25,93.41349029541016,93.43251612773058,93.20416984489835,93.25174531419556,16521600
2024-01-26,93.30882263183594,93.43250867955236,93.22319550472385,93.43250867955236,5022800
2024-01-29,93.67987823486328,93.746479524205,93.42298962140126,93.52764982736626,6423600
2024-01-30,93.86065673828125,93.89871565509276,93.51813374597378,93.85114019432933,6740000
2024-01-31,94.288818359375,94.44105404520506,94.0128966230558,94.19367468522974,10829000
2024-02-01,94.82608032226562,95.01693194905472,94.4920790546004,94.66384843091973,11937400
2024-02-02,93.95767974853516,94.1103668598784,93.7668281398783,93.98630676178146,8422500
2024-02-05,93.18472290039062,93.43283582040655,93.09883457862567,93.41374629089331,7656800
2024-02-06,93.67140197753906,93.70956647470682,93.30877372974594,93.31831849429895,6608400
2024-02-07,93.48054504394531,93.78591199132829,93.46146279496239,93.50917205768086,8785200
2024-02-08,93.19427490234375,93.36603699816757,93.15610312087527,93.30878296622629,12446900
2024-02-09,93.16564178466797,93.16564178466797,93.04158895371795,93.07976073566941,7120500
2024-02-12,93.18472290039062,93.28014870638988,93.06066280012149,93.23243216312909,5696300
2024-02-13,92.32587432861328,92.65986828351674,92.32587432861328,92.60261425711106,15872600
2024-02-14,92.73622131347656,92.77439309515424,92.41176480947779,92.41176480947779,8776900
2024-02-15,92.9557113647461,93.08930896628753,92.78394197983235,93.03204765096746,7194500
2024-02-16,92.65988159179688,92.65988159179688,92.46902995601873,92.51673922470165,7723700
2024-02-20,92.74576568603516,92.90799029708569,92.71713867002893,92.78393746755108,8735700
2024-02-21,92.46903228759766,92.83165331692881,92.44040526956144,92.83165331692881,7785100
2024-02-22,92.54536437988281,92.6503276728251,92.4117595114092,92.49764783539062,7538200
2024-02-23,92.8888931274414,92.93660967054312,92.5548991672963,92.5548991672963,7737900
2024-02-26,92.68850708007812,92.89844824428474,92.53582723007892,92.88890347849632,9374600
2024-02-27,92.56446075439453,92.77440193336044,92.50720671668515,92.65988657741805,9065300
2024-02-28,92.74576568603516,92.78393746755108,92.57399630947492,92.63125034148737,7942500
2024-02-29,92.89845275878906,93.09884916694574,92.84119872232243,92.92707977702239,16774100
2024-03-01,93.34445190429688,93.36359768376967,92.65534988278404,92.82762538816225,8994800
2024-03-04,93.11473083496094,93.20086491554434,93.057308114572,93.08601947476646,7428200
2024-03-05,93.62200164794922,93.71770863361846,93.41144189829193,93.4975832967767,6815500
2024-03-06,93.76555633544922,93.9474047012915,93.70813361022502,93.74641055905835,16536100
2024-03-07,93.96653747558594,94.02396019732682,93.7655506475191,94.00482172407112,7726600
2024-03-08,94.05269622802734,94.18669478385989,93.97613501294892,94.11969185495578,7168700
2024-03-11,93.94740295410156,94.09095976449228,93.88040003995378,94.06224840241413,11354600
2024-03-12,93.70814514160156,93.83256349555587,93.60286526441902,93.813417716809,7471900
2024-03-13,93.53587341308594,93.72728739641983,93.53587341308594,93.62200751499357,5846600
2024-03-14,92.94246673583984,93.29659059280853,92.93289384728001,93.29659059280853,10541000
2024-03-15,92.93289947509766,93.02860646056826,92.85633096593119,92.98075661882042,5756800
2024-03-18,92.83720397949219,92.95205675745646,92.76063546084933,92.90419960781072,5227200
2024-03-19,93.06688690185547,93.16259388340461,92.94246855603906,92.98075280905364,5076600
2024-03-20,93.25830841064453,93.44014948547071,92.9616072744998,93.11474428695831,8681200
2024-03-21,93.32530975341797,93.48801236265564,93.22960276574729,93.43058963044825,10100300
2024-03-22,93.62200164794922,93.70814304643399,93.54543313862385,93.70814304643399,8359200
2024-03-25,93.44973754882812,93.56459032682208,93.38274192049228,93.56459032682208,11037700
2024-03-26,93.5454330444336,93.56457882273314,93.33487329498831,93.46887183716026,8830500
2024-03-27,93.8517074584961,93.87085323836216,93.5932978461085,93.60287073604154,9366800
2024-03-28,93.73684692382812,93.87083815345625,93.6507055322247,93.72727403543344,8863300
2024-04-01,93.0552978515625,93.43926267762755,93.00729858647456,93.42006736578814,8667400
2024-04-02,92.98811340332031,93.00730871725055,92.67133579601814,92.78652965058086,10624600
2024-04-03,93.04569244384766,93.06488775484331,92.62332236535049,92.70971957397913,6919300
2024-04-04,93.2664794921875,93.27607348592684,93.03609181657518,93.21848022885342,9327500
2024-04-05,92.80572509765625,93.11290138660378,92.80572509765625,92.88252100080824,12343600
2024-04-08,92.71931457519531,92.82490709596703,92.63292468928718,92.69051794655927,11457100
2024-04-09,93.03610229492188,93.09370288214198,92.94971239958195,92.94971239958195,5736500
2024-04-10,91.92259216308594,92.4121495566896,91.90338952588957,92.36415761101918,11248700
2024-04-11,91.94178009033203,92.18176177038558,91.75939166992023,92.13376982857068,16217600
2024-04-12,92.11456298828125,92.34494333999208,92.11456298828125,92.22975682596633,17284600
2024-04-15,91.55781555175781,91.70180603649659,91.39462975342866,91.64421277206519,11705300
2024-04-16,91.29863739013672,91.36583197234852,91.09705364350133,91.20264617607133,17565900
2024-04-17,91.72100830078125,91.77860156497846,91.43302733247471,91.57701781662799,7567800
2024-04-18,91.46182250976562,91.74020215505793,91.4042292464845,91.72100684185094,7717500
2024-04-19,91.55781555175781,91.72100867374725,91.50982360595174,91.70180603649659,9121700
2024-04-22,91.61540985107422,91.70179974179123,91.50021600645842,91.50981732442467,9029000
2024-04-23,91.8073959350586,91.99937836009258,91.4810243477688,91.55781292358635,10837100
2024-04-24,91.56742858886719,91.64422450037732,91.38504012994593,91.55782726901312,7961000
2024-04-25,91.30823516845703,91.3274304810618,91.04905084450328,91.1354480603745,6758100
2024-04-26,91.50981903076172,91.64420819015616,91.48102239998576,91.50021771261643,8442500
2024-04-29,91.7882080078125,91.83619995610266,91.6250148773761,91.7690053695679,7384600
2024-04-30,91.41384887695312,91.67302593729669,91.33705296142111,91.50023878918044,11228300
2024-05-01,91.73640441894531,92.03491142324187,91.46679087680755,91.66900103341088,11017700
2024-05-02,92.15045166015625,92.17934512098998,91.6882591366644,91.73640021188521,7607300
2024-05-03,92.62229919433594,92.88228161684182,92.37194058073912,92.74747482792485,9146700
2024-05-06,92.68968963623047,92.75709302126992,92.58376898168017,92.64154121273742,10155500
2024-05-07,92.88227081298828,93.08448097284312,92.8052362721622,92.94967419960656,7687000
2024-05-08,92.68968963623047,92.77634798281635,92.66080352070183,92.68005848224826,4587200
2024-05-09,92.86302185058594,92.94968020480039,92.6222944047654,92.6319182131768,6732500
2024-05-10,92.67041778564453,92.75708346972411,92.59339060097263,92.68968009162543,5326400
