Date,SPY,GBTC,BRK-B,VUG
2020-02-10,309.3594055175781,12.180000305175781,227.11000061035156,190.88079833984375
2020-02-11,309.89556884765625,12.994999885559082,227.3300018310547,190.87112426757812
2020-02-12,311.89215087890625,13.479999542236328,227.44000244140625,192.4673309326172
2020-02-13,311.5593262,12.550000190734863,226.47000122070312,192.64151000976562
2020-02-14,312.0584411621094,13.208000183105469,226.8000030517578,193.56053161621094
2020-02-18,311.25433349609375,13.460000038146973,226.77000427246094,193.65725708007812
2020-02-19,312.74249267578125,13.130000114440918,229.24000549316406,195.0310059
2020-02-20,311.4576721191406,12.329999923706055,228.1699981689453,193.8217315673828
2020-02-21,308.2502136230469,12.53499984741211,229.3300018310547,190.60020446777344
2020-02-24,298.0269470214844,11.720000267028809,221.69000244140625,183.70254516601562
2020-02-25,288.9960938,10.53499984741211,218.0500030517578,178.52688598632812
2020-02-26,287.9331055,10.359999656677246,216.05999755859375,178.48818969726562
2020-02-27,275.0015869140625,10.510000228881836,207.6699981689453,169.9168701171875
2020-02-28,273.8461608886719,9.850000381469727,206.33999633789062,169.9942626953125
2020-03-02,285.7053527832031,10.354999542236328,217.6300048828125,178.0722198486328
2020-03-03,277.52496337890625,10,208.80999755859375,172.97390747070312
2020-03-04,289.1902160644531,10.039999961853027,217.86000061035156,180.02638244628906
2020-03-05,279.5770263671875,10.930000305175781,208.9600067138672,174.0090789794922
2020-03-06,274.9552307128906,10.579999923706055,205.97999572753906,170.71986389160156
2020-03-09,253.4828338623047,8.869999885559082,193.1300048828125,158.1143798828125
2020-03-10,266.59930419921875,9.260000228881836,202.72999572753906,166.95660400390625
2020-03-11,253.60289001464844,8.609999656677246,194.63999938964844,159.02378845214844
2020-03-12,229.33897399902344,6.420000076293945,175.97000122070312,144.54161071777344
2020-03-13,248.94430541992188,6.320000171661377,196.39999389648438,157.3598175048828
2020-03-16,221.70387268066406,5.539000034332275,177.77000427246094,137.50848388671875
2020-03-17,233.6741180419922,6.099999904632568,187.60000610351562,145.4799805
2020-03-18,221.84254455566406,6.010000228881836,172.44000244140625,139.12403869628906
2020-03-19,222.31393432617188,7.199999809265137,174.67999267578125,140.61387634277344
2020-03-20,212.73348999023438,7,170.05999755859375,135.0609130859375
2020-03-23,207.29429626464844,7.190000057220459,162.1300048828125,133.04869079589844
2020-03-24,226.07582092285156,7.550000190734863,178.1999969482422,144.9478759765625
2020-03-25,229.46023559570312,7.349999904632568,180.47000122070312,146.21522521972656
2020-03-26,242.8583984,7.360000133514404,183.89999389648438,154.07974243164062
2020-03-27,235.62466430664062,7.300000190734863,179.66000366210938,149.1619873046875
2020-03-30,243.27671813964844,7.050000190734863,183.17999267578125,154.1476287841797
2020-03-31,239.6505584716797,7.119999885559082,182.8300018310547,151.98458862304688
2020-04-01,228.86514282226562,6.494999885559082,175.9499969482422,145.14630126953125
2020-04-02,234.14627075195312,7.71999979,179.72999572753906,147.7652587890625
2020-04-03,230.7618865966797,7.480000019073486,178.33999633789062,145.8834686279297
2020-04-06,246.2612762451172,7.949999809265137,185.24000549316406,156.6889190673828
2020-04-07,246.51231384277344,7.659999847412109,185.25,156.31065368652344
2020-04-08,254.78738403320312,7.849999904632568,191.00999450683594,161.0538330078125
2020-04-09,258.6645812988281,7.800000190734863,193.83999633789062,162.7028045654297
2020-04-13,256.3030700683594,7.25,188.77000427246094,162.61549377441406
2020-04-14,263.86199951171875,7.329999923706055,192.94000244140625,168.75535583496094
2020-04-15,258.25543212890625,7.144999980926514,188.57000732421875,166.14617919921875
2020-04-16,259.5014343261719,7.659999847412109,187.9600067138672,167.93089294433594
2020-04-17,266.51190185546875,7.489999771118164,191.1999969482422,171.07354736328125
2020-04-20,261.8165283203125,7.300000190734863,188.75,168.51287841796875
2020-04-21,253.8669434,7.440000057220459,183.47999572753906,162.80947875976562
2020-04-22,259.5014343261719,7.699999809265137,186.5800018310547,167.8048095703125
2020-04-23,259.4828186035156,8.614999771118164,185.6300048828125,167.5137939453125
2020-04-24,263.0996398925781,8.550000190734863,186.52000427246094,170.02601623535156
2020-04-27,266.8931579589844,8.795000076293945,187.4600067138672,171.73318481445312
2020-04-28,265.66583251953125,8.399999618530273,187.1199951171875,169.52166748046875
2020-04-29,272.6205749511719,9.600000381469727,189.61000061035156,175.02137756347656
2020-04-30,270.0822448730469,9.869999885559082,187.36000061035156,174.90499877929688
2020-05-01,262.93231201171875,9.465000153,182.6699981689453,170.31703186035156
2020-05-04,263.65753173828125,9.970000267028809,177.9499969482422,172.02415466308594
2020-05-05,266.09356689453125,10.029999732971191,176.02999877929688,174.1483917236328
2020-05-06,264.2897644042969,10.75,172.3800048828125,174.536377
2020-05-07,267.47882080078125,11.975000381469727,173.47999572753906,177.29107666015625
2020-05-08,271.9045715332031,11.449999809265137,176.8300018310547,179.5026397705078
2020-05-11,271.96038818359375,10.289999961853027,174.63999938964844,180.70535278320312
2020-05-12,266.5398254394531,10.630000114440918,172.80999755859375,177.0098419189453
2020-05-13,261.8258056640625,11.210000038146973,170.57000732421875,174.59458923339844
2020-05-14,264.9592285,11.800000190734863,170.92999267578125,176.1174316
2020-05-15,266.1772155761719,11.050000190734863,169.25,177.64996337890625
2020-05-18,274.2849426269531,11.40999984741211,175.4600067138672,181.69479370117188
2020-05-19,271.4676208496094,11.40999984741211,172.49000549316406,180.89939880371094
2020-05-20,276.0792541503906,11.225000381469727,176.02000427246094,184.34280395507812
2020-05-21,274.1733093261719,10.579999923706055,174.94000244140625,182.8781738
2020-05-22,274.6939697265625,10.65999984741211,174.92999267578125,183.68319702148438
2020-05-26,278.0783996582031,10.180000305175781,180.33999633789062,184.1197052001953
2020-05-27,282.2159118652344,10.539999961853027,185.77000427246094,185.3612823486328
2020-05-28,281.6951904296875,10.880000114440918,185.10000610351562,185.7298583984375
2020-05-29,282.95050048828125,10.890000343322754,185.5800018310547,187.25271606445312
2020-06-01,284.0940246582031,11.279999732971191,183.83999633789062,188.53306579589844
2020-06-02,286.4463806152344,11.414999961853027,185.94000244140625,189.83279418945312
2020-06-03,290.2584533691406,11.34000015258789,190.82000732421875,191.48178100585938
2020-06-04,289.4960021972656,11.729999542236328,192.0500030517578,189.54185485839844
2020-06-05,296.91571044921875,11.255000114440918,200.66000366210938,193.7999725341797
2020-06-08,300.50469970703125,11.579999923706055,201.55999755859375,195.4295196533203
2020-06-09,298.2638244628906,11.529999732971191,196.07000732421875,195.78846740722656
2020-06-10,296.5996094,12.295000076293945,191.50999450683594,197.09793090820312
2020-06-11,279.5009460449219,10.800000190734863,178.02000427246094,186.6804199
2020-06-12,282.8481140136719,10.880000114440918,181.2100067138672,188.63975524902344
2020-06-15,285.4886474609375,10.890000343322754,181.5500030517578,190.68638610839844
2020-06-16,290.9837646484375,10.904999732971191,182.3000030517578,194.3625946044922
2020-06-17,289.7750244140625,10.699999809265137,180.86000061035156,194.52749633789062
2020-06-18,289.8865661621094,10.579999923706055,180.72999572753906,194.94454956054688
2020-06-19,288.2298889160156,10.31000042,179.72000122070312,194.2364959716797
2020-06-22,290.07891845703125,10.56499958,180.1699981689453,196.64202880859375
2020-06-23,291.41436767578125,10.944999694824219,181.00999450683594,197.88360595703125
2020-06-24,283.98077392578125,10.199999809265137,177.52999877929688,193.15982055664062
2020-06-25,287.02520751953125,10.140000343322754,178.85000610351562,195.32640075683594
2020-06-26,280.2079162597656,9.699999809265137,175.3699951171875,190.33029174804688
2020-06-29,284.3262939453125,9.489999771118164,177.19000244140625,192.8380889892578
2020-06-30,287.9683837890625,9.604999542236328,178.50999450683594,196.43455505371094
2020-07-01,289.98553466796875,9.760000228881836,177.99000549316406,198.68960571289062
2020-07-02,291.5824890136719,9.369999885559082,178.8300018310547,199.5255126953125
2020-07-06,296.0837402,9.93999958,182.72000122070312,203.98709106445312
2020-07-07,293.0299377441406,9.753999710083008,181.14999389648438,202.29579162597656
2020-07-08,295.27117919921875,10.329999923706055,181.1999969482422,204.81329345703125
2020-07-09,293.5903015136719,9.869999885559082,178.8000030517578,205.7075653076172
2020-07-10,296.5880126953125,9.75,182.89999389648438,206.5726318359375
2020-07-13,294.0198669433594,9.600000381469727,184.1300048828125,202.35409545898438
2020-07-14,297.8300476074219,9.734999656677246,189.7100067138672,204.8424835205078
2020-07-15,300.5663146972656,9.470000267028809,190.55999755859375,206.03807067871094
2020-07-16,299.57635498046875,9.31000042,191.00999450683594,204.44393920898438
2020-07-17,300.4449462890625,9.539999961853027,190.75999450683594,205.2118377685547
2020-07-20,302.8730163574219,9.420000076293945,190.47999572753906,210.06216430664062
2020-07-21,303.5173645019531,9.869999885559082,192.27000427246094,208.7694091796875
2020-07-22,305.2449645996094,10.079999923706055,192.10000610351562,209.83860778808594
2020-07-23,301.6029357910156,10.489999771118164,193.25,205.28958129882812
2020-07-24,299.6604919433594,10.380000114440918,194.52000427246094,204.4536590576172
2020-07-27,301.84576416015625,12.149999618530273,192.13999938964844,207.29193115234375
2020-07-28,299.9312438964844,12.529999732971191,194.1199951171875,205.03689575195312
2020-07-29,303.6200256347656,12.350000381469727,196.41000366210938,207.9237518310547
2020-07-30,302.5367736816406,12.225000381469727,194.3000030517578,208.09872436523438
2020-07-31,304.92742919921875,12.81499958,195.77999877929688,211.28692626953125
2020-08-03,307.0473633,13.34000015258789,199.25999450683594,213.6197509765625
2020-08-04,308.23333740234375,13.199999809265137,200.24000549316406,214.24188232421875
2020-08-05,310.1477966308594,13.84000015258789,203.6199951171875,215.44712829589844
2020-08-06,312.22100830078125,14.43999958,205.02000427246094,217.90635681152344
2020-08-07,312.4451904296875,13.06000042,209.47999572753906,215.94290161132812
2020-08-10,313.3790283203125,13.68999958,212.5800018310547,215.3013458251953
2020-08-11,310.7922058105469,12.550000190734863,212.66000366210938,212.11312866210938
2020-08-12,315.1253662109375,13.107000350952148,213.24000549316406,216.25393676757812
2020-08-13,314.5556335449219,13.109999656677246,211.97999572753906,217.1870880126953
2020-08-14,314.5649719238281,13.399999618530273,210.9600067138672,216.79823303222656
2020-08-17,315.5643310546875,14.75,206.77999877929688,218.99501037597656
2020-08-18,316.24603271484375,14.390000343322754,208.3300018310547,220.6571807861328
2020-08-19,314.9293212890625,13.710000038146973,207.2100067138672,219.49073791503906
2020-08-20,315.90985107421875,14.15999984741211,206.1199951171875,221.8236083984375
2020-08-21,317.03045654296875,13.579999923706055,207.42999267578125,223.03858947753906
2020-08-24,320.24298095703125,13.720000267028809,212.61000061035156,224.33139038085938
2020-08-25,321.36358642578125,13,213.35000610351562,225.9643555
2020-08-26,324.5854492,13.390000343322754,214.66000366210938,230.65919494628906
2020-08-27,325.295166,12.890000343322754,216.8699951171875,230.192627
2020-08-28,327.39642333984375,13.199999809265137,218.5500030517578,231.67979431152344
2020-08-31,326.2103576660156,13.529999732971191,218.0399932861328,232.61294555664062
2020-09-01,329.2828674316406,13.850000381469727,218.5500030517578,236.17054748535156
2020-09-02,334.0455627441406,13.194999694824219,221.67999267578125,238.61029052734375
2020-09-03,322.54962158203125,12.020000457763672,218.14999389648438,227.38351440429688
2020-09-04,319.9161071777344,12.010000228881836,218.32000732421875,223.7676239013672
2020-09-08,311.1750183105469,11.109999656677246,217.8000030517578,215.4082794189453
2020-09-09,317.3199768066406,11.557999610900879,219.6300048828125,221.35699462890625
2020-09-10,311.81011962890625,11.369999885559082,217.8000030517578,217.1773223876953
2020-09-11,311.9689025878906,11.220000267028809,217.92999267578125,216.3608398
2020-09-14,316.0779113769531,11.859999656677246,219.94000244140625,219.81150817871094
2020-09-15,317.6748047,11.949999809265137,218.94000244140625,222.40679931640625
2020-09-16,316.4140930175781,12.06000042,219.58999633789062,219.83094787597656
2020-09-17,313.6311950683594,11.930000305175781,218.0500030517578,216.9148712158203
2020-09-18,310.0204772949219,11.739999771118164,218.2100067138672,214.27102661132812
2020-09-21,306.57012939453125,11.140000343322754,213.02000427246094,214.2321319580078
2020-09-22,309.6922607421875,11.270000457763672,214.16000366210938,217.75082397460938
2020-09-23,302.5101623535156,10.609999656677246,209.61000061035156,211.6951904296875
2020-09-24,303.3165588378906,11.170000076293945,208.72000122070312,212.28810119628906
2020-09-25,308.2202453613281,11.229999542236328,210.4499969482422,216.8611602783203
2020-09-28,313.3395690917969,11.15999984741211,213.5399932861328,220.6980743408203
2020-09-29,311.63311767578125,11.029999732971191,210.44000244140625,220.2403564453125
2020-09-30,313.99591064453125,10.970000267028809,212.94000244140625,221.65237426757812
2020-10-01,316.0118103027344,10.869999885559082,212.02000427246094,224.6030731201172
2020-10-02,313.01141357421875,10.859999656677246,211.17999267578125,220.37669372558594
2020-10-05,318.56207275390625,11.279999732971191,212.36000061035156,224.5543670654297
2020-10-06,314.03338623046875,10.845000267028809,210.25999450683594,220.80516052246094
2020-10-07,319.4996643066406,10.970000267028809,213.2899932861328,224.5251922607422
2020-10-08,322.33123779296875,11.859999656677246,215.14999389648438,225.8788299560547
2020-10-09,325.2097473144531,11.770000457763672,215.67999267578125,229.2677001953125
2020-10-12,330.4414978027344,12.664999961853027,216.41000366210938,234.40951538085938
2020-10-13,328.28509521484375,12.380000114440918,212.30999755859375,234.11737060546875
2020-10-14,326.2222900390625,12.199999809265137,210.91000366210938,232.21841430664062
2020-10-15,325.8191223144531,12.449999809265137,211.64999389648438,231.1374969482422
2020-10-16,325.62225341796875,12.430000305175781,211.91000366210938,230.12469482421875
2020-10-19,320.67169189453125,12.829999923706055,208.99000549316406,226.6481475830078
2020-10-20,321.95623779296875,13.305000305175781,210.05999755859375,227.4953155517578
2020-10-21,321.3468017578125,14.295000076293945,210.17999267578125,227.21298217773438
2020-10-22,323.10943603515625,14.625,211.61000061035156,227.0376434326172
2020-10-23,324.2064514160156,14.380000114440918,212.7100067138672,228.14779663085938
2020-10-26,318.2151184082031,14.380000114440918,208.49000549316406,224.27200317382812
2020-10-27,317.1181335449219,15.670000076293945,206.8800048828125,225.5963897705078
2020-10-28,306.2792969,14.90999984741211,200.6999969482422,216.8319549560547
2020-10-29,309.392334,15.260000228881836,201.50999450683594,219.6073455810547
2020-10-30,306.1668701171875,15.380000114440918,201.89999389648438,214.99147033691406
2020-11-02,309.5985412597656,15.510000228881836,204.30999755859375,215.74127197265625
2020-11-03,315.06475830078125,15.420000076293945,206.6300048828125,219.64633178710938
2020-11-04,322.1062012,15.869999885559082,206.1699981689453,228.57627868652344
2020-11-05,328.3881836,17.270000457763672,207.4499969482422,233.8154754638672
2020-11-06,328.3131408691406,17.540000915527344,208.85000610351562,234.36080932617188
2020-11-09,332.43865966796875,17.09000015258789,221.5,230.7576904296875
2020-11-10,331.9512023925781,16.510000228881836,228.47999572753906,227.24217224121094
2020-11-11,334.41705322265625,17.524999618530273,227.3699951171875,231.51727294921875
2020-11-12,331.1728516,18.239999771118164,224.72000122070312,230.16363525390625
2020-11-13,335.7577819824219,17.959999084472656,227.4199981689453,231.9554443359375
2020-11-16,339.94891357421875,18.860000610351562,233.10000610351562,233.6791229248047
2020-11-17,338.1205749511719,20.15999984741211,233.16000366210938,233.18246459960938
2020-11-18,334.05133056640625,19.639999389648438,230.07000732421875,231.05955505371094
2020-11-19,335.4577941894531,20.100000381469727,229.52999877929688,232.87091064453125
2020-11-20,333.16058349609375,21.239999771118164,227.00999450683594,231.14720153808594
2020-11-23,335.1577148,22.12999916,229.5399932861328,231.4782715
2020-11-24,340.5583496,22.360000610351562,233.9199981689453,234.11737060546875
2020-11-25,340.0333251953125,20.864999771118164,233.1300048828125,235.4417724609375
2020-11-27,340.9803161621094,18.834999084472656,231.5500030517578,237.0388641357422
2020-11-30,339.47076416015625,23.194000244140625,228.91000366210938,237.29205322265625
2020-12-01,343.1836242675781,23.739999771118164,229.67999267578125,239.86294555664062
2020-12-02,343.9056396484375,23.389999389648438,230.4199981689453,239.22996520996094
2020-12-03,343.8117980957031,24,231.02000427246094,239.1033477783203
2020-12-04,346.77471923828125,23.219999313354492,231.35000610351562,240.53482055664062
2020-12-07,346.0621337890625,22.459999084472656,229.24000549316406,241.46974182128906
2020-12-08,347.07476806640625,20.959999084472656,228.19000244140625,241.97613525390625
2020-12-09,343.9619141,20.06999969482422,227.50999450683594,237.6426239013672
2020-12-10,343.84930419921875,21.469999313354492,227.35000610351562,238.48983764648438
2020-12-11,343.4461975097656,20.610000610351562,226.38999938964844,238.2074432373047
2020-12-14,341.9085388183594,22.270000457763672,222.85000610351562,238.84043884277344
2020-12-15,346.5309753417969,23.25499916,224.3800048828125,241.7618865966797
2020-12-16,347.07476806640625,25.809999465942383,221.91000366210938,242.98890686035156
2020-12-17,349.01556396484375,28.25,224.67999267578125,245.07290649414062
2020-12-18,347.62200927734375,29.479999542236328,223.42999267578125,244.99501037597656
2020-12-21,346.3791198730469,30.829999923706055,223.49000549316406,244.59571838378906
2020-12-22,345.7953186035156,30.389999389648438,221.8800048828125,245.61822509765625
2020-12-23,346.10601806640625,28.87999916,224.24000549316406,244.02117919921875
2020-12-24,347.4525146484375,27.350000381469727,226.52999877929688,245.12461853027344
2020-12-28,350.43743896484375,30.450000762939453,228.41000366210938,247.2807159423828
2020-12-29,349.76885986328125,30.079999923706055,229.57000732421875,246.7539063
2020-12-30,350.26788330078125,32.900001525878906,229.64999389648438,246.7051239013672
2020-12-31,352.0476074,32,231.8699951171875,247.16366577148438
2021-01-04,347.2547912597656,35.08000183105469,228.4499969482422,243.57334899902344
2021-01-05,349.64642333984375,39.40999984741211,227.47000122070312,245.15390014648438
2021-01-06,351.7368164,43.93000030517578,230.27000427246094,242.47093200683594
2021-01-07,356.96270751953125,44.970001220703125,232.8800048828125,248.0709991455078
2021-01-08,358.996582,44.41999816894531,234.02999877929688,250.7246856689453
2021-01-11,356.5766906738281,37.400001525878906,233.42999267578125,247.3490447998047
2021-01-12,356.6519775390625,38.91999816894531,233.02999877929688,246.87098693847656
2021-01-13,357.61248779296875,40.349998474121094,234.50999450683594,247.8075714111328
2021-01-14,356.3601074,43.529998779296875,235.02000427246094,245.39776611328125
2021-01-15,353.7613525390625,39.34000015258789,233.49000549316406,244.01239013671875
2021-01-19,356.53900146484375,38.05500030517578,234.5500030517578,246.7246094
2021-01-20,361.4730529785156,35.349998474121094,234.75999450683594,252.51004028320312
2021-01-21,361.8026123046875,31.934999465942383,234.16000366210938,253.71983337402344
2021-01-22,360.5220642089844,34.45000076293945,232.9199981689453,253.50523376464844
2021-01-25,361.9438477,33.04999923706055,233.00999450683594,255.13449096679688
2021-01-26,361.3788757324219,31.48699951171875,231.57000732421875,254.72471618652344
2021-01-27,352.5466309,31.361000061035156,227.36000061035156,248.2075958251953
2021-01-28,355.5785827636719,33.64500045776367,230.9499969482422,249.71002197265625
2021-01-29,348.4599914550781,34.689998626708984,227.8699951171875,244.65631103515625
2021-02-01,354.26031494140625,33.95000076293945,229.32000732421875,250.529541
2021-02-02,359.2696838378906,36.79999923706055,232.24000549316406,255.0075684
2021-02-03,359.5521545410156,38.060001373291016,232.67999267578125,254.37355041503906
2021-02-04,363.6387023925781,37.959999084472656,235.77000427246094,257.3685607910156
2021-02-05,365.07000732421875,37.880001068115234,235.16000366210938,258.5393981933594
2021-02-08,367.70648193359375,45.689998626708984,237.4199981689453,260.00286865234375
2021-02-09,367.4617004394531,47.900001525878906,239.91000366210938,259.9344482421875
2021-02-10,367.3014831542969,44.95000076293945,239.9199981689453,259.55401611328125
2021-02-11,367.8947448730469,48,239.75999450683594,260.9686584472656
2021-02-12,369.7120666503906,48.90999984741211,242.4600067138672,262.3443298339844
2021-02-16,369.39190673828125,50.30699920654297,245.27999877929688,261.2808837890625
2021-02-17,369.4766540527344,54.06999969482422,245.25,260.33453369140625
2021-02-18,367.9042053222656,52.900001525878906,243.5,259.43695068359375
2021-02-19,367.2545471191406,56.70000076293945,241.85000610351562,258.3150329589844
2021-02-22,364.4296569824219,53.5,244.97000122070312,252.5393066
2021-02-23,364.8722229003906,45.84000015258789,245.52999877929688,252.12954711914062
2021-02-24,368.8929138183594,48.400001525878906,248.4499969482422,253.78811645507812
2021-02-25,360.0041504,45.637001037597656,243.69000244140625,245.8563232421875
2021-02-26,358.14910888671875,43.20000076293945,240.50999450683594,246.7246094
2021-03-01,366.8306884765625,45.81999969482422,249.2100067138672,253.3978271484375
2021-03-02,363.96832275390625,44.119998931884766,249.22000122070312,249.9636688232422
2021-03-03,359.1472473144531,46.15999984741211,251.5500030517578,243.10504150390625
2021-03-04,354.7029113769531,41.400001525878906,245.47999572753906,238.94891357421875
2021-03-05,361.22821044921875,43.79999923706055,253.14999389648438,242.18800354003906
2021-03-08,359.42974853515625,45.400001525878906,257.6099853515625,237.22206115722656
2021-03-09,364.5615539550781,49.119998931884766,259.0199890136719,244.98802185058594
2021-03-10,366.8306884765625,50.41999816894531,263.9899902,244.94900512695312
2021-03-11,370.55010986328125,52.29999923706055,260.9100036621094,250.4612579345703
2021-03-12,371.0491027832031,50,260.0199890136719,248.91000366210938
2021-03-15,373.26190185546875,51.380001068115234,254.61000061035156,251.2905731201172
2021-03-16,372.7911376953125,49.86000061035156,251.5,252.0515137
2021-03-17,374.06231689453125,51.99000168,252,252.51004028320312
2021-03-18,368.61981201171875,50.810001373291016,252.4600067138672,245.8758087158203
2021-03-19,367.9377746582031,52.95500183105469,250.99000549316406,246.27581787109375
2021-03-22,370.87567138671875,49.5,250.36000061035156,249.89540100097656
2021-03-23,367.9566955566406,46.75,248.30999755859375,248.87095642089844
2021-03-24,366.0861511230469,45,249.6300048828125,245.46604919433594
2021-03-25,368.1456298828125,44.5,250.75,245.52566528320312
2021-03-26,374.0782775878906,46.43000030517578,256.7699890136719,249.1800537109375
2021-03-29,373.88934326171875,49.45000076293945,258.82000732421875,248.91622924804688
2021-03-30,372.8973693847656,50.81999969482422,258.19000244140625,247.7045898
2021-03-31,374.4088439941406,50.040000915527344,255.47000122070312,251.1537628173828
2021-04-01,378.4521179199219,50.86500168,258.20001220703125,255.39442443847656
2021-04-05,383.88409423828125,52.95000076293945,262.6600036621094,259.8890686035156
2021-04-06,383.6573486328125,50.619998931884766,263.05999755859375,260.2114562988281
2021-04-07,384.1014099121094,47.56999969482422,263.6199951171875,261.0029602050781
2021-04-08,385.92462158203125,49.04999923706055,263.5100098,263.9537658691406
2021-04-09,388.7303466796875,49.650001525878906,266.0100098,265.9079895019531
2021-04-12,388.8721008300781,51.779998779296875,267.92999267578125,265.9079895019531
2021-04-13,390.02459716796875,54.93000030517578,267.1000061035156,268.7024841308594
2021-04-14,388.692627,51.5,267.5299987792969,265.8591613769531
2021-04-15,392.8681335449219,52.599998474121094,269.1400146484375,270.0606689453125
2021-04-16,394.18121337890625,51.369998931884766,272.1099853515625,270.1388244628906
2021-04-19,392.2445983886719,47.95000076293945,270.2799987792969,267.8817138671875
2021-04-20,389.37274169921875,47.00999832,267.8900146484375,266.0545654296875
2021-04-21,393.05706787109375,45.349998474121094,272.2099914550781,268.1748352050781
2021-04-22,389.46722412109375,41.31999969482422,269.5100098,265.7907715
2021-04-23,393.6899719238281,42.38499832,271.9800109863281,269.7967834472656
2021-04-26,394.5118713378906,45.90999984741211,270.8599853515625,271.09637451171875
2021-04-27,394.4268493652344,46.57500076293945,273.6499938964844,270.5296325683594
2021-04-28,394.3134766,46.20000076293945,272.95001220703125,269.9239196777344
2021-04-29,396.82635498046875,43,277.6000061035156,270.6175537109375
2021-04-30,394.2190246582031,46.849998474121094,274.95001220703125,268.5168151855469
2021-05-03,395.06915283203125,47.22999954223633,279.17999267578125,266.9730529785156
2021-05-04,392.6319885253906,44.349998474121094,280.2600098,262.9669494628906
2021-05-05,392.75469970703125,46.060001373291016,282.7600098,261.57940673828125
2021-05-06,395.8910827636719,45.20500183105469,289.7099914550781,262.6640319824219
2021-05-07,398.7724609,46.880001068115234,290.92999267578125,264.8722229003906
2021-05-10,394.8236389160156,44.220001220703125,292.3299865722656,259.3125915527344
2021-05-11,391.2999267578125,44.875999450683594,285.6300048828125,258.5601806640625
2021-05-12,382.98663330078125,41.970001220703125,282.9100036621094,251.78890991210938
2021-05-13,387.5872802734375,37.18199920654297,286.8999938964844,253.67465209960938
2021-05-14,393.5388184,39.43000030517578,290.67999267578125,258.88262939453125
2021-05-17,392.5374450683594,35.5,289.2200012207031,257.36810302734375
2021-05-18,389.15545654296875,34.380001068115234,287.5899963378906,255.7461395263672
2021-05-19,388.13519287109375,32.599998474121094,286.2200012207031,255.8340301513672
2021-05-20,392.3107604980469,33.04999923706055,286.7300109863281,260.3092041015625
2021-05-21,391.98956298828125,30.100000381469727,287.7399902,259.0976257324219
2021-05-24,395.9855957,33.11500168,289.7300109863281,263.34796142578125
2021-05-25,395.10699462890625,31.510000228881836,287.20001220703125,263.8463134765625
2021-05-26,395.8910827636719,32.04999923706055,287.3299865722656,264.44232177734375
2021-05-27,396.0989990234375,32.459999084472656,289.29998779296875,263.9733581542969
2021-05-28,396.80755615234375,30.219999313354492,289.44000244140625,264.67681884765625
2021-06-01,396.4579162597656,29.540000915527344,289.8399963378906,263.7584228515625
2021-06-02,397.08148193359375,31.100000381469727,290.0199890136719,264.0514221191406
2021-06-03,395.6076965332031,32.25,291.9700012207031,261.58917236328125
2021-06-04,399.2259216308594,30.899999618530273,292.5199890136719,265.1361083984375
2021-06-07,398.8385314941406,29.566999435424805,289.4599914550781,265.6344299316406
2021-06-08,398.923584,27.450000762939453,289.19000244140625,265.93731689453125
2021-06-09,398.3283996582031,30.100000381469727,288.5799865722656,265.9958801269531
2021-06-10,400.1799621582031,30.399999618530273,284.9100036621094,268.5168151855469
2021-06-11,400.8413086,30.780000686645508,286.82000732421875,269.5135498046875
2021-06-14,401.7388000488281,33.08000183105469,283.5299987792969,271.8487243652344
2021-06-15,401.0019226074219,33.23400115966797,283.94000244140625,270.29522705078125
