Date,Close,High,Low,Open,Volume
8/5/24,335.19000244140625,335.8299865722656,333.8699951171875,333.95001220703125,945100
9/5/24,336.2200012207031,336.5,334.2200012207031,335.2099914550781,541800
10/5/24,336.6700134277344,338.25,335.6000061035156,337.30999755859375,710300
13/5/24,336.8599853515625,337.6400146484375,335.70001220703125,337.5299987792969,1205600
14/5/24,338.57000732421875,339.20001220703125,336.04998779296875,336.2399902,584300
15/5/24,344.0299987792969,344.2099914550781,339.8900146484375,340.2699890136719,920900
16/5/24,342.95001220703125,345.17999267578125,342.79998779296875,344.20001220703125,2492400
17/5/24,342.8699951171875,343.3500061035156,341.3299865722656,343.2900085449219,1087600
20/5/24,344.7300109863281,345.1700134277344,342.80999755859375,342.9899902,1098700
21/5/24,345.4800109863281,345.6199951171875,343.4700012207031,343.79998779296875,1214400
22/5/24,344.20001220703125,345.7900085449219,342.7699890136719,345.2900085449219,1426700
23/5/24,343.25,348.07000732421875,342.2799987792969,347.4100036621094,960800
24/5/24,346.0299987792969,346.6400146484375,343.5299987792969,344.3900146484375,1217700
28/5/24,347.55999755859375,347.8299865722656,345.6400146484375,347.3399963378906,1575000
29/5/24,345.9599914550781,347.3399963378906,344.7099914550781,344.7099914550781,2391100
30/5/24,341.3999938964844,344.8299865722656,340.3599853515625,344.54998779296875,1220900
31/5/24,342.2900085449219,342.3900146484375,336.0899963378906,342.2900085449219,964800
3/6/24,344.0899963378906,344.7399902,340.25,344.1600036621094,1381500
4/6/24,345.17999267578125,345.7900085449219,342.7099914550781,343.9700012207031,1383500
5/6/24,351.25,351.32000732421875,346.8399963378906,347.4800109863281,2069700
6/6/24,351.7300109863281,352.7099914550781,350.42999267578125,352.19000244140625,787700
7/6/24,351.2699890136719,353.2699890136719,350.1499938964844,351.3800048828125,1774200
10/6/24,352.6300048828125,352.94000244140625,350.1300048828125,350.6000061035156,672600
11/6/24,355.44000244140625,355.4700012207031,350.7900085449219,351.7799987792969,811300
12/6/24,360.1000061035156,362.70001220703125,358.04998779296875,358.7200012207031,1679700
13/6/24,361.8599853515625,362.9100036621094,359.7600098,362.8900146484375,1255500
14/6/24,363.1000061035156,363.1600036621094,360.80999755859375,361.3800048828125,1086600
17/6/24,366.6700134277344,368.1499938964844,362.3299865722656,363.0199890136719,984700
18/6/24,367.3299865722656,367.45001220703125,365.79998779296875,366.7900085449219,2358500
20/6/24,364.8299865722656,368.8999938964844,363.1400146484375,368.3299865722656,897500
21/6/24,364.0199890136719,365.75,362.8299865722656,364.69000244140625,1173900
24/6/24,360.4599914550781,364.7699890136719,360.3599853515625,363.0799865722656,970800
25/6/24,364.5,364.7099914550781,361.4100036621094,361.8299865722656,810400
26/6/24,366.42999267578125,366.5400085449219,363.7900085449219,363.7900085449219,786300
27/6/24,367.2300109863281,368.05999755859375,365.7200012207031,366.2399902,1356100
28/6/24,364.5100098,370.4599914550781,364.29998779296875,367.8299865722656,3803300
1/7/24,367.92999267578125,368.3299865722656,363.1499938964844,365.8999938964844,1398800
2/7/24,370.9700012207031,370.9800109863281,366.2099914550781,366.2099914550781,965200
3/7/24,374.17999267578125,374.2300109863281,370.5199890136719,370.5199890136719,868800
5/7/24,378,378.3699951171875,374.32000732421875,374.4599914550781,1278400
8/7/24,378.44000244140625,378.9100036621094,377.4800109863281,378.5299987792969,933100
9/7/24,378.95001220703125,380.7300109863281,377.8500061035156,379.7099914550781,1489100
10/7/24,382.7600098,382.82000732421875,378.95001220703125,380.2900085449219,836100
11/7/24,374.6499938964844,382.6300048828125,373.4899902,382.5,1358500
12/7/24,376.8299865722656,379.8500061035156,374.3999938964844,374.7600098,1749500
15/7/24,377.9700012207031,381.29998779296875,376.2699890136719,378.82000732421875,1324100
16/7/24,377.4599914550781,379.7600098,375.3500061035156,379.29998779296875,1370500
17/7/24,366.7699890136719,371,366.3699951171875,370.8999938964844,1629400
18/7/24,363.8999938964844,369.70001220703125,361.2600098,369.70001220703125,1409100
19/7/24,361.69000244140625,366.1499938964844,360.92999267578125,363.5899963378906,2197600
22/7/24,367.3699951171875,368.4100036621094,364.19000244140625,365.94000244140625,2046700
23/7/24,367.8399963378906,370.7600098,367.3599853515625,367.6600036621094,1176000
24/7/24,353.8800048828125,362.45001220703125,353.1400146484375,362.2200012207031,1133100
25/7/24,350.2799987792969,357.6499938964844,346.8699951171875,353.9599914550781,941700
26/7/24,353.2099914550781,355.5799865722656,351.30999755859375,353.19000244140625,1557800
29/7/24,353.8299865722656,356.9200134277344,352.3500061035156,355.2900085449219,1047900
30/7/24,348.94000244140625,355.7200012207031,345.9100036621094,354.92999267578125,798600
31/7/24,358.19000244140625,359.5899963378906,354.94000244140625,356.2699890136719,1428200
1/8/24,351.69000244140625,363.3500061035156,348.7600098,360.05999755859375,1206600
2/8/24,344.1199951171875,346.69000244140625,339.7300109863281,344.2799987792969,1467100
5/8/24,332.0199890136719,337.57000732421875,320.7600098,323.2799987792969,3362900
6/8/24,336.3599853515625,341.6600036621094,331.4599914550781,334.3299865722656,2056700
7/8/24,332.6400146484375,343.1300048828125,332.42999267578125,340.9599914550781,1253500
8/8/24,342.5799865722656,343.45001220703125,335.19000244140625,338.5299987792969,2292000
9/8/24,345.6400146484375,346.4800109863281,341.9200134277344,342.29998779296875,1113700
12/8/24,346.6600036621094,348.7600098,344.57000732421875,346.55999755859375,1093300
13/8/24,354.6000061035156,354.8800048828125,349.4200134277344,349.4200134277344,969500
14/8/24,355.7099914550781,356.95001220703125,352.42999267578125,355.3800048828125,1021200
15/8/24,363.2200012207031,363.4200134277344,359.0199890136719,359.5299987792969,967600
16/8/24,363.69000244140625,364.79998779296875,361.30999755859375,361.9800109863281,1009800
19/8/24,368.2399902,368.2399902,362.4599914550781,363.4899902,1198800
20/8/24,367.79998779296875,369.8500061035156,366.4800109863281,367.8699951171875,712100
21/8/24,369.3399963378906,370.55999755859375,366.8599853515625,367.8399963378906,787700
22/8/24,363.92999267578125,371.6300048828125,363.2399902,371.1600036621094,630900
23/8/24,368.1099853515625,369.70001220703125,364.42999267578125,366.6099853515625,717300
26/8/24,365.70001220703125,369.0899963378906,363.8699951171875,367.8800048828125,1156300
27/8/24,366.4700012207031,367.19000244140625,362.7300109863281,364.32000732421875,655400
28/8/24,362.9200134277344,366.69000244140625,360.2399902,366.1300048828125,719100
29/8/24,361.7600098,367.5400085449219,360.75,364.0299987792969,1364800
30/8/24,365.4599914550781,365.8599853515625,361.0400085449219,363.9100036621094,1706100
3/9/24,354.7900085449219,363.4599914550781,352.9100036621094,363.4599914550781,2122900
4/9/24,353.7799987792969,356.2799987792969,351.55999755859375,352.2699890136719,1400100
5/9/24,354.1499938964844,357.7200012207031,352.3399963378906,352.82000732421875,1148300
6/9/24,346.1199951171875,355.3399963378906,345.29998779296875,354.79998779296875,2093500
9/9/24,350.3800048828125,350.9100036621094,346.8699951171875,349.29998779296875,1886100
10/9/24,353.69000244140625,353.8900146484375,349.3399963378906,351.7699890136719,918700
11/9/24,361.1600036621094,361.7799987792969,348.80999755859375,354.54998779296875,1357500
12/9/24,365.1700134277344,365.8599853515625,360.5299987792969,361.7399902,963400
13/9/24,366.8800048828125,367.8800048828125,365.07000732421875,365.7200012207031,551100
16/9/24,365.6300048828125,366,363.1300048828125,364.8699951171875,2378600
17/9/24,366.0199890136719,369.0100098,364.2900085449219,367.94000244140625,714000
18/9/24,364.7600098,370.1300048828125,364.5,367.4800109863281,1245000
19/9/24,373.3500061035156,374.8299865722656,371.4100036621094,372.7099914550781,777800
20/9/24,373.0299987792969,374.2399902,370.6499938964844,373.0299987792969,1366700
23/9/24,373.44000244140625,374.25,372.5100098,373.57000732421875,1368700
24/9/24,374.92999267578125,375.3299865722656,370.7699890136719,374.4599914550781,1131300
25/9/24,374.9200134277344,376.25,374.1199951171875,374.1400146484375,1444000
26/9/24,375.6099853515625,379.0199890136719,373.5100098,378.9599914550781,1362600
27/9/24,373.6300048828125,376.25,372.7600098,376.25,1053300
30/9/24,375.3800048828125,375.6600036621094,371.3500061035156,372.80999755859375,1154600
1/10/24,370.2399902,375.2399902,367.8800048828125,375.2399902,1351000
2/10/24,370.5199890136719,371.57000732421875,367.30999755859375,369.2300109863281,787700
3/10/24,370.7099914550781,372.5299987792969,368.79998779296875,369.2600098,1253600
4/10/24,374.75,375.0299987792969,370.9899902,374.3999938964844,792000
7/10/24,370.69000244140625,374.29998779296875,370.0400085449219,373.3699951171875,1051700
8/10/24,376.70001220703125,377.04998779296875,372.69000244140625,373,1193600
9/10/24,379.3299865722656,379.6000061035156,375.8699951171875,376.75,1253900
10/10/24,379.2600098,380.3500061035156,376.8299865722656,377.6199951171875,1028800
11/10/24,380.0100098,380.7699890136719,377.80999755859375,378.3699951171875,2774400
14/10/24,383.57000732421875,384.4700012207031,381.70001220703125,381.70001220703125,1173100
15/10/24,379.9100036621094,384.6600036621094,378.4700012207031,384.3800048828125,1543500
16/10/24,380.25,380.7300109863281,377.07000732421875,379.7399902,1030900
17/10/24,380.75,384.44000244140625,380.6300048828125,384.0100098,1576600
18/10/24,382.82000732421875,383.6499938964844,382.1099853515625,383.20001220703125,791600
21/10/24,384.17999267578125,384.30999755859375,381,381.9700012207031,1046000
22/10/24,384.5199890136719,385.6700134277344,381.4100036621094,382.1099853515625,887400
23/10/24,378.6600036621094,383.2900085449219,376.0899963378906,383.0299987792969,866700
24/10/24,381.2399902,381.6099853515625,378.9700012207031,380.6600036621094,1014100
25/10/24,382.7699890136719,386.25,382.32000732421875,382.67999267578125,1276700
28/10/24,383.6499938964844,386.45001220703125,383.3699951171875,385.9700012207031,825200
29/10/24,386.8500061035156,387.6199951171875,382.6400146484375,383.6700134277344,1583600
30/10/24,385.1199951171875,388.0299987792969,384.17999267578125,386.5299987792969,962600
31/10/24,373.9599914550781,380.9700012207031,373.8900146484375,380.9700012207031,1228900
1/11/24,376.80999755859375,379.6600036621094,375.7200012207031,375.94000244140625,809000
4/11/24,375.57000732421875,377.9700012207031,374.6099853515625,376.4899902,726100
5/11/24,380.79998779296875,381.1700134277344,376.5899963378906,376.5899963378906,1336900
6/11/24,390.6300048828125,390.9200134277344,386.0199890136719,387.4800109863281,1387000
7/11/24,397.32000732421875,397.6700134277344,392.8800048828125,392.94000244140625,1414000
8/11/24,398.6300048828125,399.5299987792969,397.0899963378906,397.1199951171875,1691800
11/11/24,398.4800109863281,399.9800109863281,396.5100098,399.6300048828125,1616400
12/11/24,398.7900085449219,399.6400146484375,396.45001220703125,398.55999755859375,1988400
13/11/24,398.3699951171875,400.8500061035156,397.05999755859375,398.80999755859375,954900
14/11/24,395.79998779296875,398.7699890136719,395.19000244140625,398.44000244140625,1006500
15/11/24,387.54998779296875,392.2900085449219,385.8999938964844,392.2300109863281,2322700
18/11/24,389.05999755859375,390.5199890136719,386.6600036621094,388.1300048828125,1583600
19/11/24,393.3999938964844,393.57000732421875,387.0299987792969,387.0899963378906,691000
20/11/24,392.7600098,393.5899963378906,388.0299987792969,393.5899963378906,1469200
21/11/24,393.7200012207031,395.92999267578125,388.4100036621094,395.2799987792969,1522900
22/11/24,394.1199951171875,394.7900085449219,392.1499938964844,393.30999755859375,1350300
25/11/24,394.30999755859375,397.9899902,392.57000732421875,396.7300109863281,1021300
26/11/24,397.9700012207031,398.3500061035156,395.9899902,396.0100098,924400
27/11/24,395.3399963378906,397.0100098,392.94000244140625,396.9800109863281,1259000
29/11/24,398.3800048828125,399.0799865722656,395.2200012207031,395.9100036621094,575800
2/12/24,401.8399963378906,402.5799865722656,399.20001220703125,399.2699890136719,1996700
3/12/24,404.20001220703125,404.4800109863281,400.82000732421875,401.3800048828125,2556700
4/12/24,409.94000244140625,410.1499938964844,406.6700134277344,407.0400085449219,1695200
5/12/24,409.69000244140625,411.2799987792969,409.3399963378906,410.20001220703125,1012800
6/12/24,412.7799987792969,413.0400085449219,410,410.3699951171875,1212700
9/12/24,410.0899963378906,412.55999755859375,408.7699890136719,412,1607700
10/12/24,408.9800109863281,413.1600036621094,407.8500061035156,410.94000244140625,1074300
11/12/24,415.8399963378906,416.2600098,411.70001220703125,411.70001220703125,1285100
12/12/24,413.2699890136719,415.4800109863281,413.1300048828125,414.3999938964844,989000
13/12/24,414.0400085449219,416.9599914550781,412.0400085449219,415.6099853515625,848900
16/12/24,418.94000244140625,419.5299987792969,415.2300109863281,416,3693600
17/12/24,417.0799865722656,418.0799865722656,414.9100036621094,416.70001220703125,1384900
18/12/24,402.94000244140625,418.69000244140625,401.9100036621094,416.9599914550781,2054100
19/12/24,402.9800109863281,407.8800048828125,402.7799987792969,407.5199890136719,1697500
20/12/24,407.3299865722656,411.4800109863281,399.30999755859375,400.5199890136719,2709900
23/12/24,411.45001220703125,411.6700134277344,405.6499938964844,408.45001220703125,1404000
24/12/24,416.7399902,416.7399902,412.2699890136719,412.3900146484375,601900
26/12/24,416.1199951171875,417.2799987792969,413.6099853515625,415.6199951171875,1175900
27/12/24,410.0899963378906,413.6600036621094,406.4599914550781,413.5299987792969,1483200
30/12/24,405.20001220703125,408.1600036621094,402.2600098,404.07000732421875,1793700
31/12/24,401.5799865722656,406.6099853515625,400.82000732421875,406.2900085449219,944000
2/1/25,400.6700134277344,405.7099914550781,396.9599914550781,403.2099914550781,1395000
3/1/25,407.2099914550781,407.7099914550781,402.6000061035156,403,1187000
6/1/25,411.9599914550781,414.6700134277344,410.0799865722656,411.5199890136719,2955600
7/1/25,403.7900085449219,413.3800048828125,402.54998779296875,413.0400085449219,1286700
8/1/25,404.3800048828125,405.8999938964844,400.9700012207031,404.6400146484375,1631400
10/1/25,398.1499938964844,401.8500061035156,395.32000732421875,401.69000244140625,1380500
13/1/25,396.6700134277344,397.0100098,391.79998779296875,392.8800048828125,2073600
14/1/25,395.29998779296875,399.9100036621094,392.8999938964844,399.4800109863281,924700
15/1/25,404.8999938964844,405.5899963378906,400.1700134277344,401.2099914550781,2776000
16/1/25,402.04998779296875,406.6199951171875,401.82000732421875,406.6199951171875,3373800
17/1/25,406.9800109863281,408.7399902,405.2600098,408.1499938964844,1859300
21/1/25,409.7600098,410.17999267578125,405.6099853515625,408.79998779296875,1845900
22/1/25,415.6099853515625,416.9599914550781,413.4200134277344,413.5400085449219,728200
23/1/25,417.2600098,417.4899902,413.7399902,413.8699951171875,1455600
24/1/25,415.4899902,419,414.3299865722656,418.2799987792969,759400
27/1/25,403.6499938964844,406.54998779296875,400.0799865722656,400.5899963378906,3156100
28/1/25,412.5,413.1600036621094,402.7799987792969,405.1000061035156,2134000
29/1/25,409.55999755859375,411.20001220703125,406.6400146484375,411.1199951171875,1167200
30/1/25,410.7300109863281,412.54998779296875,406.2699890136719,410.1199951171875,2375800
31/1/25,409.30999755859375,416.4599914550781,408.3900146484375,414.05999755859375,1113500
3/2/25,405.0400085449219,407.5199890136719,399.79998779296875,401.2699890136719,1108800
4/2/25,410.30999755859375,410.30999755859375,405.5199890136719,405.7300109863281,2050300
5/2/25,410.5,410.69000244140625,406.55999755859375,407.7200012207031,1017100
6/2/25,412.8800048828125,413.1400146484375,410.1600036621094,411.0100098,1434100
7/2/25,408.1099853515625,414.8800048828125,407.54998779296875,412.8999938964844,1135000
10/2/25,412.2600098,413.32000732421875,410.4899902,410.9800109863281,738800
11/2/25,411.04998779296875,412.54998779296875,409.4800109863281,410.07000732421875,1009400
12/2/25,410.6199951171875,411.4599914550781,406.0299987792969,406.6300048828125,1153800
13/2/25,415.7600098,416.05999755859375,410.5400085449219,411.07000732421875,962600
14/2/25,416.3699951171875,416.9100036621094,414.8599853515625,415.7600098,698500
18/2/25,416.3299865722656,418.0400085449219,413.7600098,417.5400085449219,867900
19/2/25,416.4800109863281,417.1700134277344,413.6499938964844,415.4800109863281,725600
20/2/25,414.2799987792969,415.8999938964844,410.9200134277344,415.8999938964844,834000
21/2/25,404.8800048828125,414.7300109863281,404.57000732421875,414.3699951171875,1274200
24/2/25,400.7399902,407.7699890136719,400.17999267578125,406.3900146484375,1061900
25/2/25,396.7200012207031,400.4899902,392.67999267578125,400.0199890136719,2863300
26/2/25,398.1700134277344,402.5199890136719,395.94000244140625,398.4599914550781,1304200
27/2/25,387.6000061035156,401.8500061035156,387.45001220703125,401.0899963378906,1275100
28/2/25,394.6000061035156,394.8699951171875,384.3900146484375,387.0199890136719,1588800
3/3/25,384.8599853515625,397.1600036621094,381.92999267578125,395.80999755859375,2735300
4/3/25,382.3800048828125,388.7600098,375.92999267578125,380.70001220703125,2208600
5/3/25,388.0400085449219,389.1199951171875,379.6099853515625,382.7900085449219,2449200
6/3/25,377.2399902,385.4700012207031,375.4599914550781,381.0299987792969,2486200
7/3/25,378.8500061035156,380.29998779296875,369.92999267578125,376.0299987792969,1536100
10/3/25,363.8800048828125,371.9100036621094,360.3800048828125,371.7799987792969,1807400
11/3/25,362.9800109863281,368.2900085449219,359.30999755859375,362.7099914550781,3128800
12/3/25,367.9200134277344,370.8299865722656,363.42999267578125,369.4200134277344,2405900
13/3/25,360.07000732421875,367.5,358.94000244140625,367.20001220703125,1476100
14/3/25,369.20001220703125,369.7300109863281,363.67999267578125,364.3299865722656,1164700
17/3/25,370.3500061035156,372.79998779296875,367.1300048828125,368.95001220703125,1173500
18/3/25,363.4599914550781,367.5100098,361.7900085449219,367.42999267578125,1369000
19/3/25,369.0400085449219,372.4200134277344,364.20001220703125,365.3399963378906,6048400
20/3/25,368.20001220703125,372.6499938964844,365.79998779296875,366.0400085449219,999600
21/3/25,369.8999938964844,370.5199890136719,363.6499938964844,364.6099853515625,1968000
24/3/25,377.95001220703125,379.0100098,374.9200134277344,375.5299987792969,1317000
