Price,Close,High,Low,Open,Volume
Ticker,SPLV,SPLV,SPLV,SPLV,SPLV
Date,,,,,
2/1/24,61.71635055541992,61.77493409981906,60.94501731466743,60.94501731466743,2690800
3/1/24,61.56013107299805,61.87256919187306,61.491785467278895,61.82375143415312,2329400
4/1/24,61.521080017089844,61.90186749496022,61.491790105159986,61.60895347743586,1057800
5/1/24,61.42344665527344,61.68706704558613,61.11100850184134,61.462502355591596,1195900
8/1/24,61.794464111328125,61.794464111328125,61.22816766931275,61.43320449505363,2546800
9/1/24,61.68705749511719,61.70658534225294,61.34532948163152,61.51131059545142,1175600
10/1/24,61.71635055541992,61.78469616160749,61.482023826935745,61.61871503931088,1213600
11/1/24,61.38438415527344,61.70658806037214,61.05241818845485,61.63824245466444,2089000
12/1/24,61.65776824951172,61.765165823078874,61.43319986731446,61.61871255482036,1584000
16/1/24,61.39415359,61.628480335753835,61.26722443772194,61.52107902766307,1896500
17/1/24,61.23793411254883,61.667535617453176,61.10124289392273,61.17935056547063,1840300
18/1/24,61.35509490966797,61.39415060608258,60.925493422775844,61.1402923,1616900
19/1/24,61.54059982299805,61.69681887379968,61.11099836443257,61.44296431295552,1354900
22/1/24,61.432010650634766,61.70595375847245,61.314603262537254,61.52006432561044,1831400
23/1/24,61.666812896728516,61.666812896728516,61.38308773,61.44178768631903,1721900
24/1/24,61.079795837402344,61.774439420813266,61.06022794,61.774439420813266,1871600
25/1/24,61.647247314453125,61.647247314453125,61.19719687674002,61.34395423921787,3124300
26/1/24,61.63746643066406,61.80378796132503,61.54941275790389,61.666816410852505,1633000
29/1/24,61.84292221069336,61.91140798421792,61.51027542549064,61.63746489,2569300
30/1/24,62.175567626953125,62.23427131676513,61.69616722283639,61.79400297366174,1135400
31/1/24,61.75487137,62.44951868,61.63746771301703,62.32232921182287,2760900
1/2/24,62.50822448730469,62.50822448730469,61.35374453,61.58855559174349,8070900
2/2/24,62.08751297,62.420159742554056,61.80378407,62.37124187,2891400
5/2/24,61.50049973,61.82336072943493,61.47114974284109,61.82336072943493,3406300
6/2/24,61.715728759765625,61.823346581705856,61.451567781124815,61.57875349765262,1492400
7/2/24,61.78422546386719,61.98968279512232,61.74508967,61.94076491608942,1332400
8/2/24,61.61790084838867,61.74509032097571,61.42222559799207,61.72552242271656,1887100
9/2/24,61.59832763671875,61.63746342986125,61.392870321012595,61.60811345,1475900
12/2/24,61.882057189941406,61.90162508671858,61.38308888480478,61.56897830589593,2234200
13/2/24,61.353736877441406,61.93097678571771,61.02109008738058,61.705951564822854,3965400
14/2/24,61.45157241821289,61.510272374210786,61.12870773144625,61.44178660408354,2837700
15/2/24,62.077735900878906,62.10708588159046,61.58854965064692,61.58854965064692,2454100
16/2/24,61.97990036010742,62.253847215582375,61.73530721940898,61.92120039494469,1661000
20/2/24,62.138702392578125,62.481795755427356,61.942649576578056,61.942649576578056,1981000
21/2/24,62.54060363769531,62.54060363769531,62.13869708197201,62.295538573488514,1866500
22/2/24,62.903297424316406,63.01112664836568,62.334748433051196,62.51119557433255,2286100
23/2/24,63.177772521972656,63.35421967282999,62.95231684402813,63.01113006804975,1824200
26/2/24,62.70724868774414,63.16797219669783,62.70724868774414,63.13856558613348,1428200
27/2/24,62.80527114868164,62.81507584481107,62.570010793118264,62.72685227662583,1677600
28/2/24,62.95232009887695,63.01113332593942,62.746466325365475,62.82488147,2781000
29/2/24,62.74645996,63.06014293810827,62.63863073639829,63.03073632755978,2499300
1/3/24,62.73666000366211,62.74646470084963,62.35435908006821,62.648436425956106,1618800
4/3/24,62.893497467041016,62.91309938019971,62.49158719876617,62.49158719876617,1971500
5/3/24,62.717044830322266,63.12875604359833,62.53079674538534,62.883691002651744,1721700
