Price,Close,High,Low,Open,Volume
Ticker,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B
Date,,,,,
2/1/20,228.38999938964844,228.38999938964844,226.7100067138672,227.50999450683594,3764000
3/1/20,226.17999267578125,227.42999267578125,225.47999572753906,225.69000244140625,3023900
6/1/20,226.99000549316406,227.1300048828125,224.6999969482422,224.99000549316406,4263000
7/1/20,225.9199981689453,227.25999450683594,225.44000244140625,227.25999450683594,3517000
8/1/20,225.99000549316406,227.83999633789062,225.8699951171875,226.02999877929688,3780300
9/1/20,228.64999389648438,228.85000610351562,226.9199981689453,226.9199981689453,3497300
10/1/20,226.6199951171875,228.52999877929688,226.58999633789062,228.5,2572900
13/1/20,228.4499969482422,228.47000122070312,226.1300048828125,227.0500030517578,3286700
14/1/20,227.1699981689453,228.38999938964844,226.8800048828125,227.85000610351562,3355400
15/1/20,228.35000610351562,228.63999938964844,226.77999877929688,226.8000030517578,2662500
16/1/20,229.72999572753906,230.02999877929688,228.52000427246094,229.33999633789062,3036400
17/1/20,230.1999969482422,231.61000061035156,229.5500030517578,230.1300048828125,6603800
21/1/20,228.6300048828125,231.1300048828125,227.9499969482422,229.85000610351562,5840700
22/1/20,229.5399932861328,230.3800048828125,228.41000366210938,229,3164300
23/1/20,229.3800048828125,229.77000427246094,227.35000610351562,229.42999267578125,4750000
24/1/20,226.86000061035156,229.41000366210938,226.0399932861328,229.39999389648438,4022500
27/1/20,222.4499969482422,223.89999389648438,221.11000061035156,223.6999969482422,5454000
28/1/20,224.02999877929688,225.35000610351562,223.16000366210938,223.44000244140625,3609300
29/1/20,224.5,226.39999389648438,224.30999755859375,224.75,2310400
30/1/20,227.8800048828125,228.0800018310547,222.47999572753906,223.11000061035156,3350900
31/1/20,224.42999267578125,226.97000122070312,223.42999267578125,226.49000549316406,3948200
3/2/20,223.47000122070312,226.32000732421875,223,225.47999572753906,3525000
4/2/20,225.0800018310547,226.94000244140625,224.7899932861328,226.14999389648438,3642600
5/2/20,228.64999389648438,228.67999267578125,226.75,226.91000366210938,3360500
6/2/20,229.61000061035156,230.0800018310547,228.52999877929688,229.55999755859375,2799400
7/2/20,227.3800048828125,228.6199951171875,226.6699981689453,228.07000732421875,2882800
10/2/20,227.11000061035156,227.75,225.1300048828125,227.1699981689453,2944600
11/2/20,227.3300018310547,228.58999633789062,227.02000427246094,228.58999633789062,2916400
12/2/20,227.44000244140625,228.83999633789062,226.91000366210938,227.60000610351562,3785200
13/2/20,226.47000122070312,227.39999389648438,226.10000610351562,226.52999877929688,2838500
14/2/20,226.8000030517578,227.13999938964844,225.52000427246094,226.49000549316406,2506200
18/2/20,226.77000427246094,227.3800048828125,225.27000427246094,226.38999938964844,3153000
19/2/20,229.24000549316406,229.7100067138672,226.92999267578125,227.67999267578125,3187000
20/2/20,228.1699981689453,229.7899932861328,227.14999389648438,229.75999450683594,3547700
21/2/20,229.3300018310547,230.07000732421875,226.97999572753906,227.52999877929688,4699100
24/2/20,221.69000244140625,223.94000244140625,220.27000427246094,221.30999755859375,7932400
25/2/20,218.0500030517578,223.24000549316406,216.75999450683594,222.1999969482422,8558600
26/2/20,216.05999755859375,220.6300048828125,215.94000244140625,219.64999389648438,6901700
27/2/20,207.6699981689453,214.3800048828125,207.27999877929688,212.89999389648438,10941800
28/2/20,206.33999633789062,206.44000244140625,199.67999267578125,201.9199981689453,15147200
2/3/20,217.6300048828125,218.8000030517578,204.42999267578125,207.25,10395800
3/3/20,208.80999755859375,218.14999389648438,206.1999969482422,217.38999938964844,10716100
4/3/20,217.86000061035156,218.33999633789062,209.25999450683594,212.13999938964844,7408700
5/3/20,208.9600067138672,212.75,207.00999450683594,212.5500030517578,8112700
6/3/20,205.97999572753906,207.41000366210938,202.35000610351562,203.47999572753906,9443500
9/3/20,193.1300048828125,198.47999572753906,192.25999450683594,195,13950500
10/3/20,202.72999572753906,202.86000061035156,195.0500030517578,201.35000610351562,10929200
11/3/20,194.63999938964844,198.1300048828125,192.8699951171875,197.32000732421875,9573900
12/3/20,175.97000122070312,187.6699981689453,175,183.60000610351562,22293800
13/3/20,196.39999389648438,196.5,178.41000366210938,187.4499969482422,14859100
16/3/20,177.77000427246094,188.3800048828125,173.6199951171875,174,14168600
17/3/20,187.60000610351562,187.80999755859375,177,181.8800048828125,15072400
18/3/20,172.44000244140625,181.38999938964844,167,177.2899932861328,16669300
19/3/20,174.67999267578125,176.17999267578125,166,170.2100067138672,12488100
20/3/20,170.05999755859375,177.17999267578125,167.2899932861328,176.3000030517578,15213600
23/3/20,162.1300048828125,166.69000244140625,159.5,165.3000030517578,16501500
24/3/20,178.1999969482422,179.13999938964844,169.52999877929688,170.91000366210938,14075100
25/3/20,180.47000122070312,189.07000732421875,175.1699981689453,180.00999450683594,13851200
26/3/20,183.89999389648438,184.9600067138672,179.58999633789062,181.2899932861328,14131400
