Date,open_ARKK,open_IWF,open_QQQ,open_UPRO,high_ARKK,high_IWF,high_QQQ,high_UPRO,low_ARKK,low_IWF,low_QQQ,low_UPRO,close_ARKK,close_IWF,close_QQQ,close_UPRO,open_combined,high_combined,low_combined,close_combined
2024-03-27,50.790000915527344,338.6000061035156,446.44000244140625,70.02999877929688,50.8849983215332,338.9100036621094,446.5400085449219,70.61000061035156,49.45000076293945,335.4100036621094,441.92999267578125,69.12999725341797,50.11000061035156,337.9200134277344,444.8299865722656,70.58999633789062,226.46500205993652,226.736252784729,223.979998588562,225.86249923706055
2024-03-28,50.220001220703125,337.1400146484375,444.7799987792969,70.58999633789062,50.61000061035156,337.9800109863281,445.6400146484375,71.1500015258789,49.970001220703125,336.44000244140625,443.6499938964844,70.43000030517578,50.08000183105469,337.04998779296875,444.010009765625,70.55000305175781,225.68250274658203,226.34500694274902,225.12249946594238,225.42250061035156
2024-04-01,50.06999969482422,337.55999755859375,444.9700012207031,70.80999755859375,50.11000061035156,338.9100036621094,447.5299987792969,71.02999877929688,48.814998626708984,335.510009765625,443.0199890136719,69.6500015258789,49.2400016784668,336.8500061035156,444.95001220703125,70.19000244140625,225.8524990081787,226.89500045776367,224.2487497329712,225.30750560760498
2024-04-02,47.685001373291016,332.8800048828125,440.0799865722656,68.52999877929688,47.90999984741211,334.32000732421875,441.42999267578125,68.81999969482422,47.04499816894531,331.7099914550781,438.0299987792969,67.81999969482422,47.779998779296875,333.9100036621094,441.1099853515625,68.7699966430664,222.2937479019165,223.11999988555908,221.15124702453613,222.8924961090088
2024-04-03,47.459999084472656,332.8699951171875,438.9599914550781,68.30999755859375,48.209999084472656,336.2200012207031,444.0,69.58000183105469,47.150001525878906,332.8699951171875,438.95001220703125,68.27999877929688,47.91999816894531,334.82000732421875,442.1000061035156,68.97000122070312,221.899995803833,224.50250053405762,221.81250190734863,223.4525032043457
2024-04-04,48.459999084472656,337.5199890136719,446.3299865722656,70.54000091552734,48.83000183105469,338.3399963378906,446.95001220703125,70.68000030517578,47.20500183105469,330.0,435.1099853515625,66.25,47.27000045776367,330.1199951171875,435.3399963378906,66.33999633789062,225.71249389648438,226.2000026702881,219.6412467956543,219.7674970626831
2024-04-05,46.72999954223633,331.6499938964844,436.7799987792969,66.9000015258789,47.595001220703125,336.19000244140625,443.1700134277344,69.20999908447266,46.599998474121094,331.29998779296875,435.9599914550781,66.72000122070312,47.119998931884766,334.69000244140625,440.4700012207031,68.4000015258789,220.51499843597412,224.0412540435791,220.14499473571777,222.67000102996826
2024-04-08,47.689998626708984,335.45001220703125,441.4100036621094,68.69999694824219,48.244998931884766,336.0199890136719,442.5,69.0999984741211,47.54399871826172,333.7699890136719,439.20001220703125,68.19000244140625,48.099998474121094,334.7300109863281,440.6000061035156,68.45999908447266,223.31250286102295,223.96624660491943,222.17600059509277,222.97250366210938
2024-04-09,48.11000061035156,336.260009765625,442.9599914550781,69.19999694824219,48.849998474121094,336.3299865722656,443.239990234375,69.29000091552734,48.0099983215332,331.5299987792969,437.44000244140625,66.7699966430664,48.619998931884766,335.0799865722656,442.2300109863281,68.69999694824219,224.13249969482422,224.42749404907227,220.93749904632568,223.65749835968018
2024-04-10,47.13199996948242,331.0899963378906,437.0,66.37999725341797,47.8849983215332,333.4800109863281,439.239990234375,67.44999694824219,46.970001220703125,330.94000244140625,436.2799987792969,65.83999633789062,47.4900016784668,332.6400146484375,438.3699951171875,66.68000030517578,220.40049839019775,222.01374912261963,220.00749969482422,221.2950029373169
2024-04-11,47.775001525878906,334.010009765625,440.260009765625,67.16999816894531,48.2400016784668,338.1199951171875,446.3299865722656,68.66000366210938,47.0,332.0299987792969,437.9599914550781,65.79000091552734,48.20000076293945,337.3800048828125,445.3699951171875,68.0999984741211,222.30375480651855,225.33749675750732,220.6949977874756,224.76249980926514
2024-04-12,47.70000076293945,334.6600036621094,441.1000061035156,66.62000274658203,47.72999954223633,335.7699890136719,442.239990234375,67.19000244140625,46.314998626708984,331.6199951171875,436.8800048828125,64.54000091552734,46.5099983215332,332.6199951171875,438.2699890136719,65.19999694824219,222.52000331878662,223.23249530792236,219.83874988555908,220.6499948501587
