Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-01-02,77.55999755859375,78.37999725341797,77.55999755859375,78.33000183105469,76.73954772949219,2489000,,
2024-01-03,78.30999755859375,78.55000305175781,78.08000183105469,78.15000153,76.56319427490234,2638900,,
2024-01-04,78.16999816894531,78.55000305175781,78,78,76.41624450683594,2250200,,
2024-01-05,77.97000122070312,78.20999908447266,77.58000183105469,77.86000061035156,76.27909088134766,2170200,,
2024-01-08,77.75,78.45999908447266,77.69000244140625,78.45999908447266,76.86689758300781,2465500,,
2024-01-09,78.16000366210938,78.36000061035156,78.05000305175781,78.30999755859375,76.71994781,1803700,,
2024-01-10,78.25,78.56999969482422,78.19000244140625,78.51000213623047,76.91589355,1682800,,
2024-01-11,78.48999786376953,78.61000061035156,77.94000244140625,78.43000030517578,76.83751678466797,2771700,,
2024-01-12,78.54000091552734,78.87999725341797,78.54000091552734,78.80999755859375,77.20979309082031,1862000,,
2024-01-16,78.5,78.83000183105469,78.37999725341797,78.58000183105469,76.98447418,2531000,,
2024-01-17,78.23000336,78.79000091552734,78.23000336,78.41000366210938,76.81793212890625,2383600,,
2024-01-18,78.29000091552734,78.87000274658203,78.12999725341797,78.80000305175781,77.20001220703125,3291800,,
2024-01-19,79.09999847,79.59999847,78.83999633789062,79.37999725341797,77.76822662353516,2303200,,
2024-01-22,79.38999938964844,79.62999725341797,79.36000061035156,79.51999664,77.90538024902344,3163600,,
2024-01-23,79.58000183105469,79.88999938964844,79.54000091552734,79.86000061035156,78.23847961425781,2233600,,
2024-01-24,80.05999755859375,80.15000153,79.48999786376953,79.51000213623047,77.89558410644531,2391200,,
2024-01-25,79.68000030517578,79.94000244140625,79.51000213623047,79.91999816894531,78.29725646972656,9986300,,
2024-01-26,79.88999938964844,80.09999847,79.77999877929688,79.98000336,78.35604858398438,2579600,,
2024-01-29,79.86000061035156,80.25,79.80000305175781,80.20999908447266,78.58136749267578,3831800,,
2024-01-30,80.15000153,80.52999877929688,80.08000183105469,80.48000336,78.84589385986328,1865600,,
2024-01-31,80.38999938964844,80.55999755859375,79.68000030517578,79.72000122070312,78.10132598876953,4320100,,
2024-02-01,79.72000122070312,80.62999725341797,79.48999786376953,80.62999725341797,78.99284362792969,2887500,,
2024-02-02,80.41000366210938,80.69000244140625,80.05000305175781,80.34999847,78.71852875,3117800,,
2024-02-05,80.08000183105469,80.16999816894531,79.69999694824219,79.87000274658203,78.24828338623047,2852800,,
2024-02-06,80,80.16000366210938,79.83000183105469,80.02999877929688,78.4050293,2640700,,
2024-02-07,80.30000305175781,80.51999664,80.13999938964844,80.37999725341797,78.7479248,2028800,,
2024-02-08,80.26999664,80.31999969482422,80.02999877929688,80.26000213623047,78.63036346435547,1351100,,
2024-02-09,80.26000213623047,80.36000061035156,80.05999755859375,80.34999847,78.71852875,2343600,,
2024-02-12,80.27999877929688,80.41999816894531,80.01000213623047,80.29000091552734,78.65975189208984,1358700,,
2024-02-13,79.91999816894531,80.16000366210938,79.30999755859375,79.69000244140625,78.07192993164062,5512500,,
2024-02-14,79.91999816894531,80.11000061035156,79.58000183105469,80.08999633789062,78.46379852294922,15329000,,
2024-02-15,80.12000274658203,80.73999786376953,80.12000274658203,80.65000153,79.01243591308594,3241300,,
2024-02-16,80.58000183105469,80.93000030517578,80.37000274658203,80.45999908447266,78.82630157470703,3033500,,
2024-02-20,80.33000183105469,80.79000091552734,80.31999969482422,80.41999816894531,78.78710938,3305500,,
2024-02-21,80.38999938964844,80.69999694824219,80.20999908447266,80.66999816894531,79.03202819824219,2496900,,
2024-02-22,80.81999969482422,81.65000153,80.75,81.5,79.84517669677734,4244300,,
2024-02-23,81.63999938964844,82.01999664,81.62000274658203,81.79000091552734,80.12929535,2344600,,
2024-02-26,81.80000305175781,81.94000244140625,81.41000366210938,81.41000366210938,79.75701141357422,2382700,,
2024-02-27,81.40000153,81.48999786376953,81.22000122070312,81.44000244140625,79.78640747070312,1919100,,
2024-02-28,81.31999969482422,81.56999969482422,81.31999969482422,81.5,79.84517669677734,1602100,,
2024-02-29,81.66999816894531,81.72000122070312,81.16000366210938,81.38999938964844,79.73741912841797,11251900,,
2024-03-01,81.41999816894531,81.80999755859375,81.27999877929688,81.79000091552734,80.12929535,1925200,,
2024-03-04,81.52999877929688,81.94000244140625,81.52999877929688,81.88999938964844,80.22725677490234,3099500,,
2024-03-05,81.84999847,81.90000153,81.13999938964844,81.37000274658203,79.71781921386719,3016900,,
2024-03-06,81.76999664,82.22000122070312,81.73000336,81.94000244140625,80.27624512,2062300,,
2024-03-07,82.15000153,82.37999725341797,82.12000274658203,82.23999786376953,80.57015228271484,2807400,,
2024-03-08,82.19000244140625,82.41000366210938,82.01000213623047,82.12999725341797,80.46237946,2382400,,
2024-03-11,81.90000153,82.44999694824219,81.86000061035156,82.41999816894531,80.74650573730469,1431600,,
2024-03-12,82.45999908447266,82.90000153,82.40000153,82.76000213623047,81.07958984,2053200,,
2024-03-13,82.80000305175781,82.94999694824219,82.44000244140625,82.65000153,80.97183227539062,2151200,,
